Title,Alternative Title,Description,Language,Creator,Publisher,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Type,Format,Resource Type,Suppressed,Child Record
,Colton's Wisconsin,"Inset: Vicinity of Milwaukee.   Meridians: Greenwich and Washington.   ""No. 68""--Upper right corner.   Text on verso.   ""Entered according to Act of Congress in the Year 1855 by J.H. Colton & Co. in the Clerks Office of the Dist. Court of the U.S. for the Southn. Dist. of New York."" Dimensions: 44 x 37 centimeters",English,J.H. Colton & Co.,J.H. Colton (New York),,Wisconsin Maps|Maps,1855,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:443,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/443/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/443,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/443/manifest.json,UMN_ALMA:9973344892901701,p16022coll230:443,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,Connecticut.,Shows railroads and county boundaries.   Prime meridian: Greenwich. Dimensions: 26 x 40 centimeters,English,,,,Railroads Connecticut Maps|Connecticut Maps|Maps,1892,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:515,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/515/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/515,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/515/manifest.json,UMN_ALMA:9973519613101701,p16022coll230:515,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of California,"Shows counties, towns, roads, and other features.   Relief shown by hachures.   ""Entered according to Act of Congress in the year 1860 by S. Augustus Mitchell, Jr. in the Clerks Office of the District Court of the U.S. for the Eastern District of Pennsylvania.""   In upper right corner: ""41.""   Prime meridians: Washington, D.C. and Greenwich.   Insets: San Francisco Bay and vicinity -- Map of the settlements in the Great Salt Lake country, Utah. Scale [ca. 1:1,560,000].   Appears to be from an atlas published by S. Augustus Mitchell, Jr., ca. 1860, p. 41. Dimensions: 29 x 23 centimeters",English,"Mitchell, Samuel Augustus, 1792-1868","S. Augustus Mitchell, Jr (Philadelphia, Pa.?)",,California Maps|California Administrative and Political Divisions Maps|San Francisco Bay Area (Calif.) Maps|Salt Lake City Region (Utah) Maps|Maps,1860,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:504,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/504/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/504,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/504/manifest.json,UMN_ALMA:9935803600001701,p16022coll230:504,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of Michigan and Wisconsin,"""Entered according to Act of Congress in the year 1863 by S. Augustus Mitchell, Jr. ...""   Map extends into decorative floral border.   From: Mitchell's new general atlas. 1864. No. 41.   Prime meridians: Greenwich and Washington.   Variant of Karpinski, 246. Dimensions: 28 x 35 centimeters",English,"Gamble, William H.","S. Augustus Mitchell, Jr (Philadelphia)",,Michigan Maps|Wisconsin Maps|Michigan|Wisconsin|Maps|Maps,1863,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:519,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/519/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/519,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/519/manifest.json,UMN_ALMA:9973519793401701,p16022coll230:519,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of the states of Iowa and Missouri,"(W 97°--W 89°/N 44°--N 36°).   Prime meridians: Greenwich and Washington.   ""Entered according to Act of Congress in the year 1860 by S. Augustus Mitchell Jr. in the Clerks Office of the District Court for the Eastern District of Pennsylvania.""   Ornamental border.   Individual peaks shown by hachures.   Shows railroads.   Detached from Mitchell's new general atlas (pl. 36). Dimensions: 33 x 26 centimeters",English,"Gamble, William H.",S. Augustus Mitchell (Philadelphia),,Railroads Iowa Maps|Railroads Missouri Maps|West North Central States Maps|Iowa Maps|Missouri Maps|Road Maps,1860,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:450,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/450/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/450,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/450/manifest.json,UMN_ALMA:9927568660001701,p16022coll230:450,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of the states of Iowa and Missouri,"Relief indicated by hachures.  ""Entered according to Act of Congress in the year 1867 by S. Augustus Mitchell Jr. in the Clerks Office of the District Court for the Eastern District of Pennsylvania.""  Detached from an atlas; page no. 47. Dimensions: 34 x 26 centimeters",English,"Mitchell, Samuel Augustus, 1792-1868",,,Iowa Maps|Missouri Maps|Maps,1867,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:455,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/455/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/455,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/455/manifest.json,UMN_ALMA:9927568550001701,p16022coll230:455,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of Utah and Nevada,"Shows roads, overland telegraph route, and other features.   Relief shown by hachures and spot heights.   Prime meridians: Greenwich and Washington.   In lower right corner: 49.   Appears to be from an atlas published by S. Augustus Mitchell, Jr., approximately 1867, page 49. Dimensions: 25 x 32 centimeters",English,"Gamble, William H.","S. Augustus Mitchell, Jr (Philadelphia, Pa.?)",,Utah Maps|Utah Administrative and Political Divisions Maps|Nevada Maps|Nevada Administrative and Political Divisions Maps|Maps,1867,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:541,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/541/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/541,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/541/manifest.json,UMN_ALMA:9927564120001701,p16022coll230:541,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,County map of Utah and Nevada,"Shows roads, overland telegraph route, and other features.   Relief shown by hachures and spot heights.   Prime meridians: Greenwich and Washington.   Atlas Publishing Company - Map 5; August 1984.   ""Entered according to Act of Congress in the year 1886 by S. Augustus Mitchell in the Clerk's office of the District Court of the U.S. for the Eastern District of Pennsylvania."" Dimensions: 26 x 32 centimeters",English,"Gamble, William H.","Atlas Pub. (Ogden, Utah)",,Utah Maps|Utah Administrative and Political Divisions Maps|Nevada Maps|Nevada Administrative and Political Divisions Maps|Maps,1865,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:543,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/543/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/543,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/543/manifest.json,UMN_ALMA:9927557130001701,p16022coll230:543,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,Cruchley's new plan of London : improved to 1832.,Map is hand-colored. Dimensions: 55 x 140 centimeters,English,"Cruchley, G. F.",Engraved & published by G.F. Cruchley (London),,London (England) Maps|Maps,1832?,,,United Kingdom,,https://umedia.lib.umn.edu/item/p16022coll205:325,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/325/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/325,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/325/manifest.json,UMN_ALMA:9951772950001701,p16022coll205:325,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,Cruchley's new plan of London : shewing all the new and intended improvements to the present time.,Scale: approximately 4 in. to 1 mile. Dimensions: 42 x 61 centimeters,English,"Cruchley, G. F.",Cruchley Map Sellers (London),,London (England) Maps|Maps,1837,,,United Kingdom,,https://umedia.lib.umn.edu/item/p16022coll205:302,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/302/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/302,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/302/manifest.json,UMN_ALMA:9960098450001701,p16022coll205:302,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Davies's new map of the British metropolis : the boundaries of the boroughs, county court districts, railways, and modern improvements",,English,"Davies, Benjamin Rees","E. Stanford & J. Thomas, Davies, & Co. (London)",,London (England) Maps|Maps,1852,,,United Kingdom,,https://umedia.lib.umn.edu/item/p16022coll205:261,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/261/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/261,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/261/manifest.json,UMN_ALMA:9931545340001701,p16022coll205:261,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Davies's new map of the British metropolis : the boundaries of the boroughs, county court districts, railways, and modern improvements",,English,"Davies, Benjamin Rees","E. Stanford & J. Thomas, Davies, & Co. (London)",,London (England) Maps|Maps,1860,,,United Kingdom,,https://umedia.lib.umn.edu/item/p16022coll205:340,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/340/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/340,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/340/manifest.json,UMN_ALMA:9951772440001701,p16022coll205:340,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Delaware, from the best authorities",Prime meridian: Philadelphia.  Imprint information and engraver's name erased from printing plate. Dimensions: 41 x 22 centimeters,English,"Carey, Mathew 1760-1839",,,Delaware Maps|Delaware Bay (Del. And n.j.) Maps|Maps,1814,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:554,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/554/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/554,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/554/manifest.json,UMN_ALMA:9964733700001701,p16022coll230:554,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,Diagram of the public open spaces of the Boston Metropolitan District in 1899.,"From: Report of the Board of Metropolitan Park Commissioners, Jan. 1901. Dimensions: 32 x 32 centimeters",English,Massachusetts. Metropolitan Park Commission.,Board of the Metropolitan Park Commissioners (Boston),,Open Spaces Massachusetts Boston Metropolitan Area,1899,,,"Boston, Massachusetts",,https://umedia.lib.umn.edu/item/p16022coll205:269,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/269/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/269,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/269/manifest.json,UMN_ALMA:9942217730001701,p16022coll205:269,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Die Vereinigten Staaten von Nord-America nach der von Wm. Faden 1783 herausgegebenen Charte, auf welcher alle im englisch americanischen Kriege vorzüglich merkwürdig gewordenen Örter angezeigt, auch die Grenzen zwischen Grosbrittanien, America und Spanien nach Maasgabe des Friedensschulusses von 1783 bestimmt sind. Les États Unis de l'Ámerique Septentrionale ...",Hand colored.  Relief shown by hachures.  Place names in English. Text and legend in French. Dimensions: 20 x 26 centimeters,German; French; English,"Sotzmann, D. F.",Haude und Spener (Berlin),,United States Maps Early Works to 1800|Maps,1783,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:553,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/553/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/553,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/553/manifest.json,UMN_ALMA:9922361310001701,p16022coll230:553,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Donquerque : Duynkerck en Flamand, ville forte des Pais Bas",,French,"de Fer, Nicolas, 1646-1720",Sr de Fer (Paris),,Dunkerque (France) Maps|Maps,1690 - 1709?,,,France,,https://umedia.lib.umn.edu/item/p16022coll205:335,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/335/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/335,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/335/manifest.json,UMN_ALMA:9915046730001701,p16022coll205:335,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"[Double cordiform map of the world, 1538]","Relief shown pictorially.  Title from another facsimile published by the New York Public Library.  Also known as World map on double cordiform projection and Orbis imago.  Facsimile of Gerhard Mercator's first world map, published in Louvain, 1538. Dimensions: 43 x 60 centimeters",Latin,"Mercator, Gerhard, 1512-1594",(United States?),,World Maps Early Works to 1800 Facsimiles|Early Maps Facsimiles,1920?,,,World,,https://umedia.lib.umn.edu/item/p16022coll230:576,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/576/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/576,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/576/manifest.json,UMN_ALMA:9954287650001701,p16022coll230:576,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Dune Park sheet, Indiana","Relief shown by contours.   ""Topography 1917.""   Includes ""explanation of map"" and description of ""routes to Dune Park"" by Rollin D. Salisbury. Dimensions: 32 x 23 centimeters",English,"Mackay, Bertram Reid, 1885-",Geographic Society of Chicago (Chicago),,Indiana Dunes National Lakeshore (Ind.) Maps|Indiana Indiana Dunes National Lakeshore|Topographic Maps|Maps,1917?,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:442,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/442/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/442,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/442/manifest.json,UMN_ALMA:9973518754501701,p16022coll230:442,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Estes Park, Colorado and surrounding region.","Relief shown by shading and spot heights.   ""Compiled partly from maps of Sprague and Stevens, Loveland, Colo.; Cooper and Babcock, Estes Park and Boulder; Colorado State Geological Survey.""   Shows wagon roads, trails, and hotels, resorts and ranches.   Text on verso.   ""3-15-'13.""   ""5099."" Dimensions: 21 x 28 centimeters",English,"Chicago, Burlington & Quincy Railroad Company.","Burlington Route, 1910",,Estes Park (Colo.) Maps|Maps,1913,,,"Estes Park, Colorado",,https://umedia.lib.umn.edu/item/p16022coll205:288,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/288/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/288,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/288/manifest.json,UMN_ALMA:9914725290001701,p16022coll205:288,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"Faulk County, South Dakota","Townships shown in color; includes grid lines, cities, schools, churches, creameries, rural routes and bodies of water.   Alt. title from copyright statement: ""Faulk Co., S. D."" Dimensions: 18 x 31 centimeters",English,Shedd & Wright Mfg. Co.,"Shedd & Wright (Austin, Minn.), 1907",,Creameries South Dakota Faulk County Maps|Schools South Dakota Faulk County Maps|Church Buildings South Dakota Faulk County Maps|Faulk County (s.d.) Administrative and Political Divisions Maps|Maps,1907,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:466,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/466/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/466,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/466/manifest.json,UMN_ALMA:9938584010001701,p16022coll230:466,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General geological map of Wisconsin, 1881","Prime meridian: Greenwich.   Include 3 cross-sections.   ""Plate No. I."" Dimensions: 69 x 59 centimeters",English,"Chamberlin, Thomas Chrowder, 1843-1928",Commissioners of Public Printing (Madison),,Geology Wisconsin Maps|Maps,1881,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:535,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/535/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/535,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/535/manifest.json,UMN_ALMA:9950185200001701,p16022coll230:535,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General geological map of Wisconsin, 1881","Prime meridian: Greenwich.   Include 3 cross-sections.   ""Plate No. I."" Dimensions: 69 x 59 centimeters",English,"Chamberlin, Thomas Chrowder, 1843-1928",Commissioners of Public Printing (Madison),,Geology Wisconsin Maps|Maps,1881,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:552,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/552/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/552,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/552/manifest.json,UMN_ALMA:9950185200001701,p16022coll230:552,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,General map of Cairo,"Relief shown by contours.   Inset: Northern continuation showing Heliopolis and Matarîya line.   Includes ""Abridged index."" Dimensions: 62 x 85 centimeters",English,Egypt. Maṣlaḥat al-Misāḥah.,Survey of Egypt (Cairo),,Cairo (Egypt) Maps|Maps,1920,,,Egypt,,https://umedia.lib.umn.edu/item/p16022coll205:275,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/275/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/275,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/275/manifest.json,UMN_ALMA:9921036170001701,p16022coll205:275,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General map of rainfall and temperature of Wisconsin, 1882","Relief shown with form lines.   Includes cross-sections: On E.E. -- On C.D. -- On A.B.   ""Plate No. IIC.""   ""The Milwaukee Litho. & Engr. Co."" Dimensions: 68 x 58 centimeters",English,Wisconsin. Chief Geologist.,Commissioners of Public Printing (Madison),,Rain and Rainfall Wisconsin Maps|Atmospheric Temperature Wisconsin Maps|Maps,1882,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:410,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/410/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/410,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/410/manifest.json,UMN_ALMA:9944505400001701,p16022coll230:410,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General map of the native vegetation of Wisconsin, 1882.",Scale is approximate  (W 93⁰--W 87⁰/N 47⁰--N 42⁰30ʹ) Dimensions: 69 x 59 centimeters,English,"Chamberlin, Thomas Chrowder, 1843-1928",Commissioners of Public Printing (Madison),,Phytogeography Wisconsin Maps|Vegetation Boundaries Wisconsin Maps|Maps,1882,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:463,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/463/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/463,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/463/manifest.json,UMN_ALMA:9954901090001701,p16022coll230:463,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General map of the Quaternary formations of Wisconsin, 1881",Scale is approximate  (W 93⁰--W 87⁰/N 47⁰--N 42⁰30ʹ) Dimensions: 69 x 59 centimeters,English,"Chamberlin, Thomas Chrowder, 1843-1928",Commissioners of Public Printing (Madison),,"Geology, Stratigraphic Quaternary Maps|Geology Wisconsin Maps|Maps",1881,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:497,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/497/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/497,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/497/manifest.json,UMN_ALMA:9954916060001701,p16022coll230:497,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
,"General map of the soils Wisconsin, 1882","Scale is approximate  (W 93⁰--W 87⁰/N 47⁰--N 42⁰30ʹ) Relief shown with form lines.   Includes cross-sections: On E.E. -- On C.D. -- On A.B.   ""Plate No. IIB.""   ""The Milwaukee Litho. & Engr. Co."" Dimensions: 69 x 59 centimeters",English,"Chamberlin, Thomas Chrowder, 1843-1928",Commissioners of Public Printing (Madison),,Soils Wisconsin Maps|Maps,1882,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:540,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/540/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/540,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/540/manifest.json,UMN_ALMA:9944452940001701,p16022coll230:540,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,5/7/21,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,Image,JPEG,Image,FALSE,FALSE
